|hotel_name|hotel_loc|hotel_desc|hotel_url
615|Close to Passeig de Gracia|Diputació 327, 1-1, Eixample, 08009 Barcelona, Spain|"You're eligible for a Genius discount at Close to Passeig de Gracia! To save at this property, all you have to do is sign in.
Set in a renovated modernist building, Close to Passeig de Gracia B&B is located in Barcelona. This bed and breakfast is located 150 m from Girona Metro Station and offers free WiFi.
Fitted with tiled flooring and featuring high ceilings and large windows, this accommodation offers air-conditioned rooms with a flat-screen TV, a seating area and a dining table.
Each room has 1 double bed and a private bathroom with free toiletries, a hairdryer, and shower.
Passeig de Gracia, famous for its luxury shops, is just 500 m from Close to Passeig de Gracia B&B, and there are several shops and restaurants within a 5-minute walk of the property.
Gaudi's famous La Pedrera is 1 km from the property. Plaza Catalunya is 10 minutes away on foot."|https://www.booking.com/hotel/es/close-to-passeig-de-gracia-b-amp-b.en-gb.html
616|HCC Lugano|Avenida Paral.lel, 172, Eixample, 08015 Barcelona, Spain|"Set on Avinguda Parallel, HCC Lugano is 500 m from Plaza España’s FIRA Exhibition Centre, and the nearby Metro and railway stations. It offers a 24-hour reception and free Wi-Fi.
Each air-conditioned room at HCC Lugano has simple décor. There is a flat-screen TV, a minibar and a private bathroom with free toiletries.
Guests can enjoy a buffet breakfast in the Lugano’s café-bar. Restaurants can be found in Barcelona’s Gothic Quarter and along Las Ramblas, 20 minutes’ walk away. Drassanes Metro Station, at the bottom of Las Ramblas, is also just 2 stops from Poble Sec Metro Station.
Montjuïc Park, the MNAC Museum and Pueblo Español Village are less than 1 km from the hotel. The city’s old port is just 2 km away."|https://www.booking.com/hotel/es/hcc-lugano.en-gb.html
617|Hostelscat|Panissars 5, Sants-Montjuïc, 08028 Barcelona, Spain|"Centrally located in Barcelona, Hostelscat is located 50 m from the Plaza de Sants Square. It offers free WiFi and shared dormitories with air conditioning and heating.
Hostelscat is only 2 metro stops from Plaza España square and a few minutes’ walk from the shopping street of Creu Coberta. Staff at the 24-hour reception can provide tourist information and maps.
Facilities include a communal lounge with satellite TV and a Play Station. Other amenities such as a guitar, board games and an all-day free coffee & tea service are offered. The property offers a continental breakfast for an extra charge.
The hostel also has a shared kitchen, where dinners can be prepared upon request.
There is a shared bathroom for each dormitory, as well as showers available 24 hours a day.  Individual reading lamps and free lockers are included in each dormitory."|https://www.booking.com/hotel/es/hostelscat.en-gb.html
618|H10 Madison 4* Sup|Carrer del Doctor Joaquim Pou, Ciutat Vella, 08002 Barcelona, Spain|"Boasting an outdoor swimming pool, bar and views of city, H10 Madison 4* Sup is set in Barcelona, 1.6 km from Barceloneta Beach. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi throughout the property. The hotel has family rooms.
The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a shower. H10 Madison offers some units that feature a balcony, and all rooms come with a coffee machine. At the accommodation all rooms are fitted with bed linen and towels.
H10 Madison 4* Sup offers a buffet or à la carte breakfast.
The hotel offers a sun terrace.
H10 Madison also provides a business centre and guests can use the fax machine and photocopier at the accommodation.
Popular points of interest near H10 Madison 4* Sup include Somorrostro Beach, Sant Miquel Beach and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 17 km from the hotel."|https://www.booking.com/hotel/es/h10-gothic-house.en-gb.html
619|Hotel Astoria|Paris, 203, Eixample, 08036 Barcelona, Spain|"Astoria is just off Barcelona’s Diagonal Avenue, a 5-minute walk from Diagonal Metro Station and Paseo de Gracia Avenue. It features a rooftop pool with views, and a gym.
The Astoria Hotel combines original Art Nouveau features with modern facilities. Air-conditioned rooms have satellite TV, a safe and minibar. They feature wooden floors and free Wi-Fi, and the modern bathrooms come with a hairdryer.
The restaurant at the Astoria offers traditional Catalan cuisine, and room service is available. There is also a terrace and a bar.
There is a 24-hour front desk and you can hire a car."|https://www.booking.com/hotel/es/astoriaderby333.en-gb.html
620|Hostal LIWI|Carrer De Taquígraf Martí, 24 (Local 1), Les Corts, 08028 Barcelona, Spain|"You're eligible for a Genius discount at Hostal LIWI! To save at this property, all you have to do is sign in.
Set in the neighbourhood of Plaza Coma, Barcelona, Hostal LIWI is 190 m from Les Corts metro station and 10 minutes' walk from Camp Nou Football Stadium.
Guests have access to a shared kitchen, a TV lounge and a furnished terrace with a fountain. A laundry service is offered for a surcharge. There is also a free Wi-Fi zone.
Air-conditioned rooms at Hostal LIWI have access to private or shared bathroom facilities. Bed linens and towels are provided for free.
The guest house is 650 m from L’illa Diagonal Shopping Centre and 5 minutes' walk from Diagonal Avenue. El Prat Airport is 15 minutes' drive away."|https://www.booking.com/hotel/es/ideal-hostel.en-gb.html
621|Catalonia Eixample 1864|Roger de Llúria, 60, Eixample, 08009 Barcelona, Spain|"You're eligible for a Genius discount at Catalonia Eixample 1864! To save at this property, all you have to do is sign in.
Located in Barcelona’s Eixample district, this 19th-century building offers stylish modern interiors and free WiFi. It is just 300 m from the designer shops and Gaudí buildings of Passeig de Gràcia Boulevard.
The Catalonia Eixample 1864 is housed in one of the Eixample’s oldest buildings, and its painted façade gives it the Speciality Monument status.
All soundproofed en-suite rooms sleek wooden floors and furniture, air conditioning and satellite TV. Some rooms have a private terrace and pool.
A buffet breakfast with show cooking is offered every morning at the Sala Minerva; while the hotel's Les Finestres de Llúria restaurant serves traditional Catalan food with a creative twist. Room service is also available.
Catalonia Eixample 1864 boasts a rooftop swimming pool, sundeck and bar; as well as a gym.
The Catalonia Eixample 1864 is ideally located just a 5-minute walk from Passeig de Gracia Station. Plaza Catalunya Square is a 10-minute walk away.
The hotel offers private parking on-site for an extra cost and an electric vehicle charging station."|https://www.booking.com/hotel/es/catalonia-eixample-1864.en-gb.html
622|The Hotel 592 - Adults Only|Gran Via de les Corts Catalanes, 592, Eixample, 08007 Barcelona, Spain|"You're eligible for a Genius discount at The Hotel 592 - Adults Only! To save at this property, all you have to do is sign in.
Just metres from Universitat Metro in Barcelona, the adults-only The Hotel 592 offers a restaurant and colourful modern rooms with a balcony. WiFi is free throughout.
All air conditioned, rooms here come with a flat-screen TV and parquet floors. The private bathroom includes a hairdryer and free toiletries.
Plaça Catalunya is 500 m from The Hotel 592. La Pedrera can be reached on foot in 15 minutes."|https://www.booking.com/hotel/es/the-corner-592.en-gb.html
623|Boat Accommodations Barcelona|Port Forum Moll de la Ronda, 08930 Barcelona, Spain|"You're eligible for a Genius discount at Boat Accommodations Barcelona! To save at this property, all you have to do is sign in.
This property is 1 minute walk from the beach. Boat Accommodations Barcelona offers air-conditioned accommodation in boats located in Port Forum in Barcelona. Private parking is available on site.
Each boat has free WiFi, a fully equipped kitchen, a seating area with sofa and flat-screen TV and a private bathroom with shower.
Platja del Litoral is less than 1 km from Boat Accommodations Barcelona, while Llevant is a 13-minute walk away. The nearest airport is Barcelona El Prat, 21 km from the accommodation."|https://www.booking.com/hotel/es/ellen-jay.en-gb.html
624|Hotel Abbot|Avenida Roma, 23, Eixample, 08029 Barcelona, Spain|"The Hotel Abbot is under 200 m from Sants Railway Station and a 10-minute walk from Plaza Espanya. It features air-conditioned rooms with a flat-screen TV and free Wi-Fi access.
The hotel's rooms feature simple, bright décor. Each room comes with a minibar, a safe and a private bathroom with a hairdryer.
The Abbot has a café. Staff at the 24-hour reception can help booking tickets for guided tours, live shows and other events. There is also a breakfast room open all mornings.
The hotel is just 10 minutes’ walk from Montjüic Mountain and Fira Exhibition Centre. Trains to Barcelona El Prat Airport leave from Sants Station, and it takes just 20 minutes to reach the airport."|https://www.booking.com/hotel/es/abbot.en-gb.html
625|Cuatro Naciones|La Rambla, 40, Ciutat Vella, 08002 Barcelona, Spain|"This property is 17 minutes walk from the beach. Cuatro Naciones has an ideal location on Barcelona’s famous Las Ramblas, 200 m from Drassanes Metro Station. Set in an 18th-century building, it features rooms with free Wi-fi and a flat-screen satellite TV.
The Naciones features simple décor throughout. Its air-conditioned rooms have private bathrooms with a hairdryer.
Barcelona Cathedral is approximately 10 minutes’ walk away.  The city’s old port is just 400 m from the hotel.
There is a selection of restaurants, bars and cafés in the Gothic Quarter, which is 5 minutes’ walk from the Cuatro Naciones."|https://www.booking.com/hotel/es/cuatro-naciones.en-gb.html
626|Ciutat Vella|Tallers, 66, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Ciutat Vella! To save at this property, all you have to do is sign in.
This stylish boutique hotel offers colourful, modern rooms in the historic city centre, just 4 minutes’ walk from Las Ramblas and Plaza Catalunya. There is a rooftop hot tub and terrace.
Guests at the Ciutat Vella enjoy free coffee. There is also a free internet terminal, and free WiFi is available throughout the hotel.
The rooms in the Ciutat Vella have large windows and flat-screen TVs. The bathrooms are modern and have showers.
Ciutat Vella’s central location makes it ideal for exploring Barcelona’s historic heart. Many great bars, cafés and restaurants are less than 10 minutes’ walk away. Universitat Metro Station is just 3 minutes away."|https://www.booking.com/hotel/es/ciutat-vella.en-gb.html
